text
"蔡炎龍老師的微積分課程difficult分數為72.79,busy分數為82.1,low分數為50.3,high分數為66.91,easy分數為13.2,interesting分數為70.02,clear分數為80.86,implicit分數為79.57,heavy分數為59.77,boring分數為10.17,thoughtful分數為87.25,sweet分數為29.61,hard分數為67.6,cold分數為29.07."
"俞洪昭老師的審計學（二）實習課程difficult分數為86.85,busy分數為90.29,low分數為32.29,high分數為88.17,easy分數為67.19,interesting分數為97.22,clear分數為98.63,implicit分數為82.56,heavy分數為83.07,boring分數為2.64,thoughtful分數為97.91,sweet分數為92.4,hard分數為91.29,cold分數為31.03."
"詹凌菁老師的高級會計學（一）課程difficult分數為84.89,busy分數為87.93,low分數為90.77,high分數為91.9,easy分數為61.62,interesting分數為91.06,clear分數為92.94,implicit分數為88.91,heavy分數為84.98,boring分數為31.47,thoughtful分數為94.97,sweet分數為86.59,hard分數為85.87,cold分數為86.31."
"陳錦烽老師的會計資訊系統（一）課程difficult分數為97.23,busy分數為98.32,low分數為97.86,high分數為44.55,easy分數為4.4,interesting分數為93.3,clear分數為48.12,implicit分數為77.98,heavy分數為96.61,boring分數為4.49,thoughtful分數為94.94,sweet分數為75.95,hard分數為95.69,cold分數為50.89."
"詹凌菁老師的高級會計學（二）課程difficult分數為87.43,busy分數為84.64,low分數為85.8,high分數為89.94,easy分數為54.5,interesting分數為91.23,clear分數為88.74,implicit分數為88.97,heavy分數為81.73,boring分數為61.81,thoughtful分數為93.97,sweet分數為82.87,hard分數為86.68,cold分數為79.11."
"馬秀如、張祐慈老師的審計學（二）課程difficult分數為1.1,busy分數為51.78,low分數為2.99,high分數為39.78,easy分數為0.11,interesting分數為86.08,clear分數為0.87,implicit分數為3.16,heavy分數為0.05,boring分數為0.01,thoughtful分數為92.0,sweet分數為96.3,hard分數為0.43,cold分數為0.02."
"徐愛恩老師的資料處理課程difficult分數為94.21,busy分數為93.73,low分數為85.39,high分數為89.89,easy分數為35.02,interesting分數為96.37,clear分數為97.32,implicit分數為96.02,heavy分數為91.05,boring分數為28.47,thoughtful分數為97.77,sweet分數為95.12,hard分數為94.45,cold分數為88.86."
"張祐慈老師的審計學（一）課程difficult分數為90.39,busy分數為91.59,low分數為65.18,high分數為83.06,easy分數為59.15,interesting分數為92.6,clear分數為92.82,implicit分數為93.44,heavy分數為85.59,boring分數為34.02,thoughtful分數為96.15,sweet分數為88.67,hard分數為88.85,cold分數為88.17."
"張祐慈老師的審計學（二）課程difficult分數為93.0,busy分數為59.66,low分數為6.34,high分數為11.9,easy分數為0.36,interesting分數為55.54,clear分數為7.15,implicit分數為15.27,heavy分數為20.08,boring分數為0.81,thoughtful分數為32.17,sweet分數為11.45,hard分數為91.49,cold分數為3.29."
"林禹銘老師的高級會計學（二）課程difficult分數為92.13,busy分數為90.49,low分數為63.57,high分數為80.65,easy分數為64.48,interesting分數為93.75,clear分數為85.69,implicit分數為93.89,heavy分數為86.24,boring分數為48.84,thoughtful分數為94.66,sweet分數為74.51,hard分數為92.42,cold分數為70.08."
"翁嘉祥老師的稅務法規課程difficult分數為93.31,busy分數為90.76,low分數為64.81,high分數為66.62,easy分數為23.51,interesting分數為74.67,clear分數為66.36,implicit分數為89.26,heavy分數為89.27,boring分數為79.12,thoughtful分數為87.32,sweet分數為35.29,hard分數為90.98,cold分數為74.2."
"張祐慈老師的審計學（二）實習課程difficult分數為82.36,busy分數為3.87,low分數為80.27,high分數為0.31,easy分數為0.08,interesting分數為63.27,clear分數為0.27,implicit分數為45.68,heavy分數為1.23,boring分數為0.09,thoughtful分數為11.72,sweet分數為0.67,hard分數為59.87,cold分數為9.04."
"林禹銘老師的高級會計學（一）課程difficult分數為95.68,busy分數為92.88,low分數為79.56,high分數為93.12,easy分數為41.22,interesting分數為94.35,clear分數為92.96,implicit分數為93.3,heavy分數為90.91,boring分數為27.39,thoughtful分數為97.56,sweet分數為90.58,hard分數為92.61,cold分數為88.07."
"陳麗霞老師的數理統計學（二）課程difficult分數為98.54,busy分數為96.19,low分數為82.58,high分數為27.33,easy分數為1.93,interesting分數為69.86,clear分數為3.12,implicit分數為87.22,heavy分數為71.85,boring分數為5.82,thoughtful分數為60.62,sweet分數為7.86,hard分數為96.18,cold分數為33.72."
"陳麗霞老師的變異數分析與實驗設計課程difficult分數為99.07,busy分數為96.7,low分數為62.81,high分數為92.76,easy分數為1.74,interesting分數為97.96,clear分數為68.15,implicit分數為88.6,heavy分數為92.65,boring分數為0.3,thoughtful分數為96.62,sweet分數為82.4,hard分數為98.61,cold分數為42.98."
"鄭宇庭老師的多變量分析課程difficult分數為97.29,busy分數為97.64,low分數為90.99,high分數為94.67,easy分數為93.9,interesting分數為98.95,clear分數為98.65,implicit分數為97.69,heavy分數為97.71,boring分數為85.93,thoughtful分數為98.95,sweet分數為97.87,hard分數為96.39,cold分數為94.5."
"楊素芬老師的品質管制系統課程difficult分數為93.7,busy分數為86.86,low分數為61.76,high分數為94.54,easy分數為55.25,interesting分數為99.39,clear分數為99.43,implicit分數為91.44,heavy分數為75.6,boring分數為0.95,thoughtful分數為99.3,sweet分數為97.93,hard分數為89.77,cold分數為25.85."
"翁久幸老師的統計資料分析課程difficult分數為85.67,busy分數為90.65,low分數為85.12,high分數為19.12,easy分數為1.88,interesting分數為98.82,clear分數為64.72,implicit分數為62.36,heavy分數為16.8,boring分數為0.69,thoughtful分數為92.85,sweet分數為7.6,hard分數為80.66,cold分數為21.16."
"薛慧敏老師的數理統計學（二）課程difficult分數為99.08,busy分數為97.74,low分數為62.95,high分數為59.29,easy分數為3.65,interesting分數為84.69,clear分數為74.54,implicit分數為70.4,heavy分數為90.04,boring分數為5.89,thoughtful分數為84.77,sweet分數為51.24,hard分數為99.02,cold分數為60.29."
"張源俊老師的巨量資料分析導論課程difficult分數為98.58,busy分數為71.49,low分數為59.6,high分數為86.83,easy分數為6.45,interesting分數為98.41,clear分數為84.58,implicit分數為82.6,heavy分數為33.17,boring分數為1.02,thoughtful分數為92.48,sweet分數為91.68,hard分數為98.26,cold分數為31.32."
"周珮婷老師的數理統計學（二）課程difficult分數為95.25,busy分數為75.6,low分數為29.74,high分數為77.39,easy分數為7.21,interesting分數為97.8,clear分數為84.61,implicit分數為79.48,heavy分數為63.97,boring分數為1.99,thoughtful分數為93.52,sweet分數為96.9,hard分數為91.19,cold分數為21.38."
"張源俊老師的從資料學習（二）課程difficult分數為92.72,busy分數為99.39,low分數為82.92,high分數為69.74,easy分數為4.84,interesting分數為97.84,clear分數為73.97,implicit分數為55.27,heavy分數為89.02,boring分數為1.64,thoughtful分數為94.06,sweet分數為86.89,hard分數為94.39,cold分數為12.94."
"張源俊老師的從資料學習〈三〉課程difficult分數為52.2,busy分數為34.95,low分數為5.35,high分數為68.39,easy分數為0.43,interesting分數為94.14,clear分數為78.4,implicit分數為6.93,heavy分數為15.99,boring分數為0.01,thoughtful分數為93.62,sweet分數為94.01,hard分數為36.73,cold分數為1.3."
"鄭宇庭老師的抽樣調查方法課程difficult分數為98.97,busy分數為87.29,low分數為56.48,high分數為68.24,easy分數為29.66,interesting分數為96.93,clear分數為90.68,implicit分數為83.55,heavy分數為17.55,boring分數為18.79,thoughtful分數為92.19,sweet分數為92.78,hard分數為98.05,cold分數為50.21."
"別蓮蒂老師的企業概論課程difficult分數為90.7,busy分數為91.52,low分數為76.25,high分數為94.85,easy分數為84.58,interesting分數為97.19,clear分數為95.69,implicit分數為93.52,heavy分數為92.35,boring分數為61.11,thoughtful分數為97.5,sweet分數為95.1,hard分數為94.44,cold分數為81.92."
"胡昌亞老師的員工招募與甄選課程difficult分數為49.7,busy分數為38.57,low分數為13.33,high分數為37.24,easy分數為0.15,interesting分數為56.32,clear分數為3.44,implicit分數為33.66,heavy分數為9.58,boring分數為0.12,thoughtful分數為26.92,sweet分數為17.1,hard分數為30.2,cold分數為15.75."
"陳立民老師的管理數學課程difficult分數為97.05,busy分數為95.65,low分數為91.18,high分數為90.08,easy分數為22.79,interesting分數為93.22,clear分數為85.14,implicit分數為95.78,heavy分數為95.14,boring分數為68.04,thoughtful分數為97.32,sweet分數為86.09,hard分數為96.81,cold分數為90.23."
"張愛華老師的行銷研究課程difficult分數為76.7,busy分數為65.02,low分數為27.77,high分數為60.55,easy分數為10.89,interesting分數為42.15,clear分數為56.97,implicit分數為74.04,heavy分數為73.81,boring分數為36.89,thoughtful分數為67.91,sweet分數為30.25,hard分數為75.9,cold分數為25.79."
"方嘉麟、林進富、樓永堅老師的企業併購實例研習（一）課程difficult分數為99.8,busy分數為99.75,low分數為44.09,high分數為50.2,easy分數為0.68,interesting分數為98.02,clear分數為71.78,implicit分數為61.87,heavy分數為76.18,boring分數為0.19,thoughtful分數為88.89,sweet分數為63.43,hard分數為99.4,cold分數為22.82."
"黃家齊老師的組織行為課程difficult分數為97.65,busy分數為95.12,low分數為91.73,high分數為97.88,easy分數為91.68,interesting分數為99.09,clear分數為99.08,implicit分數為97.18,heavy分數為97.91,boring分數為80.49,thoughtful分數為99.2,sweet分數為98.95,hard分數為97.98,cold分數為92.88."
"別蓮蒂老師的企業倫理領袖講座課程difficult分數為92.16,busy分數為64.97,low分數為48.12,high分數為81.46,easy分數為14.18,interesting分數為95.98,clear分數為98.92,implicit分數為71.52,heavy分數為98.48,boring分數為0.24,thoughtful分數為95.35,sweet分數為90.52,hard分數為89.51,cold分數為16.1."
"方嘉麟、林進富、樓永堅老師的企業併購實例研習（二）課程difficult分數為84.02,busy分數為32.14,low分數為34.74,high分數為3.3,easy分數為0.55,interesting分數為86.75,clear分數為36.74,implicit分數為9.53,heavy分數為31.22,boring分數為0.34,thoughtful分數為14.92,sweet分數為25.58,hard分數為78.69,cold分數為5.67."
"黃國峯老師的企業政策課程difficult分數為92.72,busy分數為96.95,low分數為11.08,high分數為98.52,easy分數為4.02,interesting分數為96.99,clear分數為96.72,implicit分數為50.86,heavy分數為98.81,boring分數為0.57,thoughtful分數為98.28,sweet分數為98.2,hard分數為98.18,cold分數為16.83."
"黃國峯老師的榮譽學程專案實務（一）課程difficult分數為79.76,busy分數為0.11,low分數為95.99,high分數為0.44,easy分數為4.09,interesting分數為5.15,clear分數為1.71,implicit分數為93.48,heavy分數為2.38,boring分數為67.43,thoughtful分數為4.7,sweet分數為1.72,hard分數為79.3,cold分數為91.48."
"白佩玉、樓永堅老師的畢業專題（一）課程difficult分數為45.12,busy分數為58.71,low分數為5.02,high分數為76.15,easy分數為2.05,interesting分數為97.89,clear分數為94.07,implicit分數為27.35,heavy分數為31.31,boring分數為0.01,thoughtful分數為99.75,sweet分數為89.25,hard分數為37.27,cold分數為6.29."
"黃國峯老師的管理實務個案研討課程difficult分數為86.29,busy分數為89.35,low分數為77.01,high分數為94.66,easy分數為68.65,interesting分數為95.84,clear分數為92.48,implicit分數為91.11,heavy分數為89.75,boring分數為56.98,thoughtful分數為92.37,sweet分數為89.93,hard分數為90.22,cold分數為82.56."
"蔡維奇老師的職場幸福學課程difficult分數為94.62,busy分數為98.74,low分數為34.05,high分數為88.18,easy分數為9.77,interesting分數為98.11,clear分數為98.34,implicit分數為82.81,heavy分數為93.48,boring分數為0.44,thoughtful分數為96.4,sweet分數為90.71,hard分數為92.97,cold分數為22.61."
"黃家齊老師的企業實務講座課程difficult分數為77.33,busy分數為81.97,low分數為44.66,high分數為69.09,easy分數為11.92,interesting分數為90.15,clear分數為74.07,implicit分數為75.48,heavy分數為69.85,boring分數為12.87,thoughtful分數為79.35,sweet分數為80.29,hard分數為72.3,cold分數為53.16."
"方嘉麟、林進富、樓永堅老師的企業併購實例研習（三）課程difficult分數為91.25,busy分數為51.3,low分數為63.31,high分數為13.31,easy分數為0.8,interesting分數為97.53,clear分數為39.98,implicit分數為33.4,heavy分數為22.15,boring分數為0.11,thoughtful分數為77.96,sweet分數為19.6,hard分數為80.11,cold分數為1.44."
"巫立宇老師的全球產業競爭與分析課程difficult分數為81.67,busy分數為99.51,low分數為8.55,high分數為89.69,easy分數為9.49,interesting分數為98.72,clear分數為85.84,implicit分數為60.97,heavy分數為99.86,boring分數為26.96,thoughtful分數為95.42,sweet分數為98.62,hard分數為91.98,cold分數為3.23."
"胡昌亞老師的激勵與領導課程difficult分數為76.25,busy分數為97.04,low分數為36.15,high分數為71.0,easy分數為5.66,interesting分數為92.43,clear分數為50.52,implicit分數為52.11,heavy分數為98.25,boring分數為2.83,thoughtful分數為74.69,sweet分數為58.29,hard分數為72.39,cold分數為20.73."
"巫立宇、黃國峯老師的翻轉創業課程difficult分數為65.93,busy分數為65.14,low分數為6.92,high分數為98.62,easy分數為18.45,interesting分數為99.61,clear分數為97.92,implicit分數為55.0,heavy分數為24.89,boring分數為0.08,thoughtful分數為98.72,sweet分數為99.79,hard分數為54.66,cold分數為4.41."
"蔡維奇老師的企業訓練課程difficult分數為75.68,busy分數為94.0,low分數為30.47,high分數為8.26,easy分數為0.45,interesting分數為62.1,clear分數為3.08,implicit分數為31.56,heavy分數為94.4,boring分數為1.65,thoughtful分數為60.32,sweet分數為29.46,hard分數為60.41,cold分數為10.24."
